,fee,last_month,estimate_value,admin,name,trade_first_status,set_up,cumulative_value,grade,manager,scale,last_3_month,last_half_year,type,fund_id,trade_sencond_status,last_3_yesr,setup_date,unit_value,last_year
125,0.00%,0.34%,1.2040,富荣基金,富荣货币B,开放申购  ,5.08%,4.53%,jjpj,吕晓蓉,22.90,1.13%,2.19%,货币型,3468,开放赎回,--,2016-12-26,4.4700%,4.21%
126,,0.69%,1.0075,国寿安保基金,国寿安保安享纯债,开放申购  ,3.24%,1.0321,jjpj,李一鸣,27.96,1.65%,1.70%,债券型,3514,开放赎回,--,2016-10-19,1.0076,3.19%
127,0.06%,0.50%,1.0079,博时基金,博时安诚18个月定开债A,封闭期  ,0.80%,1.0080,jjpj,陈凯杨,10.39,1.41%,0.20%,定开债券,3564,封闭期  ,--,2016-11-10,1.0080,1.20%
128,,0.64%,1.0162,长城基金,长城久盛安稳纯债两年定开债,暂停申购  ,3.44%,1.0341,jjpj,马强,10.13,1.64%,2.31%,定开债券,3466,暂停赎回,--,2016-11-04,1.0163,3.74%
129,0.00%,0.50%,1.0029,博时基金,博时安诚18个月定开债C,封闭期  ,0.30%,1.0030,jjpj,陈凯杨,0.84,1.31%,0.00%,定开债券,3565,封闭期  ,--,2016-11-10,1.0030,0.80%
130,,-0.82%,1.0035,国泰基金,国泰融安多策略灵活配置混合,开放申购  ,-0.24%,0.9976,jjpj,樊利安,0.49,-0.51%,-1.20%,混合型,3516,开放赎回,--,2017-07-03,0.9976,--
131,,0.53%,1.0073,国泰基金,国泰润利纯债债券,限大额  ,5.01%,1.0493,jjpj,韩哲昊,7.01,1.60%,2.49%,债券型,3517,开放赎回,--,2017-02-27,1.0074,4.74%
132,0.00%,0.34%,1.1871,国泰基金,国泰利是宝货币,限大额  (,4.86%,4.42%,jjpj,韩哲昊,16.29,1.08%,2.10%,货币型,3515,),--,2016-12-22,4.4070%,4.04%
133,0.07%,-0.88%,1.0131,申万菱信基金,申万菱信安鑫精选混合A,开放申购  ,7.21%,1.0720,jjpj,叶瑜珍,8.10,0.10%,1.91%,混合型,3601,开放赎回,--,2016-11-18,1.0120,6.46%
134,0.15%,4.18%,0.9965,华商基金,华商润丰灵活配置混合,开放申购  ,-2.90%,0.9710,jjpj,鲁宁,0.64,1.78%,-2.22%,混合型,3598,开放赎回,--,2017-01-25,0.9710,-2.71%
135,0.00%,-0.53%,1.1171,诺德基金,诺德成长精选C,开放申购  ,11.19%,1.1173,jjpj,郝旭东,0.06,4.80%,6.50%,混合型,3562,开放赎回,--,2017-02-24,1.1173,11.22%
136,,-2.55%,1.0076,鹏华基金,鹏华兴泰定期开放混合,暂停申购  ,0.47%,1.0047,jjpj,刘方正,7.91,-3.88%,-1.96%,混合型,3663,暂停赎回,--,2016-11-30,1.0047,0.26%
137,0.08%,0.68%,1.1485,长盛基金,长盛盛崇灵活配置混合A,限大额  (,14.73%,1.1473,jjpj,杨衡,0.00,5.91%,6.17%,混合型,3594,),--,2016-11-10,1.1473,13.09%
138,0.00%,0.10%,1.1426,长盛基金,长盛盛崇灵活配置混合C,限大额  (,14.14%,1.1414,jjpj,杨衡,0.86,4.45%,5.75%,混合型,3595,),--,2016-11-10,1.1414,12.58%
139,0.00%,-0.33%,1.4386,长盛基金,长盛盛腾混合C,限大额  (,43.71%,1.4371,jjpj,杨衡,0.12,2.56%,13.02%,混合型,3597,),--,2017-01-13,1.4371,34.16%
140,0.08%,-0.20%,1.4288,长盛基金,长盛盛腾混合A,限大额  (,42.73%,1.4273,jjpj,杨衡,3.07,2.68%,13.01%,混合型,3596,),--,2017-01-13,1.4273,33.43%
141,0.06%,0.97%,1.0036,新沃基金,新沃通利纯债A,开放申购  ,0.37%,1.0037,jjpj,俞瓅,0.32,1.01%,-0.60%,债券型,3664,开放赎回,--,2016-12-27,1.0037,-0.04%
142,,0.53%,1.0533,中加基金,中加纯债两年债券C,暂停申购  ,5.34%,1.0534,jjpj,杨宇俊,0.00,1.63%,2.29%,定开债券,3661,暂停赎回,--,2016-11-11,1.0534,5.01%
143,,0.58%,1.0424,鹏华基金,鹏华永盛一年定开债,暂停申购  ,4.24%,1.0424,jjpj,祝松,3.59,1.82%,1.89%,定开债券,3662,暂停赎回,--,2016-12-29,1.0424,3.54%
144,,0.29%,1.0404,平安大华基金,平安大华惠益纯债,开放申购  ,4.05%,1.0405,jjpj,申俊华,5.06,2.97%,2.06%,债券型,3716,开放赎回,--,2017-03-07,1.0405,3.88%
145,0.00%,0.32%,1.2550,泰达宏利基金,泰达宏利京元宝货币B,暂停申购  ,5.76%,4.28%,jjpj,丁宇佳,128.67,1.13%,2.25%,货币型,3712,开放赎回,--,2016-11-23,4.3810%,4.52%
146,,0.04%,1.0370,英大基金,英大睿盛A,限大额  ,10.03%,1.0997,jjpj,袁忠伟,2.04,0.00%,2.55%,混合型,3713,开放赎回,--,2016-11-30,1.0197,5.85%
147,0.15%,-2.49%,1.0680,宝盈基金,宝盈消费主题混合,开放申购  ,6.55%,1.0655,jjpj,段鹏程,3.40,-4.96%,2.84%,混合型,3715,开放赎回,--,2017-01-04,1.0655,4.67%
148,,0.02%,1.0340,英大基金,英大睿盛C,限大额  ,9.74%,1.0968,jjpj,袁忠伟,0.00,-0.06%,2.44%,混合型,3714,开放赎回,--,2016-11-30,1.0168,5.63%
149,0.00%,0.31%,1.1887,泰达宏利基金,泰达宏利京元宝货币A,限大额  (,5.42%,4.02%,jjpj,丁宇佳,0.45,1.08%,2.13%,货币型,3711,),--,2016-11-23,4.1260%,4.27%
150,0.15%,-0.88%,1.1465,中银基金,中银品质生活混合,开放申购  ,12.99%,1.1299,jjpj,王帅,0.59,-0.05%,7.91%,混合型,3769,开放赎回,--,2017-03-08,1.1299,12.88%
151,,0.69%,1.0203,泰达宏利基金,泰达宏利纯利债券C,开放申购  ,4.27%,1.0424,jjpj,丁宇佳,0.00,1.50%,1.77%,债券型,3768,开放赎回,--,2016-11-25,1.0204,3.23%
152,,0.83%,1.0160,中银基金,中银丰庆定期开放债券,暂停申购  ,3.13%,1.0311,jjpj,吴旅忠,50.80,1.67%,1.42%,定开债券,3770,暂停赎回,--,2017-03-20,1.0161,3.13%
153,,0.57%,1.0216,广发基金,广发景华纯债,限大额  ,7.48%,1.0732,jjpj,谢军,2.24,1.53%,2.43%,债券型,3819,开放赎回,--,2016-11-28,1.0217,4.55%
154,0.08%,0.64%,1.0172,天弘基金,天弘信利债券A,限大额  (,3.70%,1.0366,jjpj,姜晓丽,14.94,1.64%,2.04%,债券型,3824,),--,2016-12-16,1.0173,2.59%
155,,-1.60%,1.1304,华夏基金,华夏新锦鸿混合A,暂停申购  ,12.61%,1.1261,jjpj,何家琪,0.00,2.66%,6.16%,混合型,3820,开放赎回,--,2016-12-06,1.1261,11.84%
156,,0.86%,0.9990,银华基金,银华上证5年期国债指数C,开放申购  ,-0.09%,0.9991,jjpj,葛鹤军,0.00,1.62%,1.02%,债券指数,3818,开放赎回,--,2016-12-05,0.9991,-0.03%
157,,-2.54%,1.0575,泰达宏利基金,泰达宏利启富混合C,限大额  ,4.84%,1.0484,jjpj,庞宝臣,0.00,-1.21%,0.49%,混合型,3913,开放赎回,--,2017-03-15,1.0484,4.81%
158,,-1.61%,1.1286,华夏基金,华夏新锦鸿混合C,暂停申购  ,12.43%,1.1243,jjpj,何家琪,2.09,2.61%,6.08%,混合型,3821,开放赎回,--,2016-12-06,1.1243,11.69%
159,0.00%,0.12%,1.0274,富国基金,富国久利稳健配置混合C,开放申购  ,2.63%,1.0263,jjpj,李羿,1.10,0.82%,1.21%,混合型,3878,开放赎回,--,2016-12-27,1.0263,2.18%
160,0.15%,-5.48%,1.0281,华泰柏瑞基金,华泰柏瑞兴利混合A,限大额  (,14.96%,1.1491,jjpj,杨景涵,3.09,-0.63%,2.12%,混合型,3970,),--,2016-12-29,1.0241,10.82%
161,0.00%,-0.25%,1.0026,中银基金,中银润利混合C,开放申购  ,8.85%,1.0865,jjpj,涂海强,7.80,1.22%,3.64%,混合型,3967,开放赎回,--,2016-12-14,1.0015,7.33%
162,0.00%,0.34%,--,嘉实基金,嘉实6个月理财债券A,暂停申购  ,2.14%,--,jjpj,万晓西,10.51,1.05%,--,理财型,3879,暂停赎回,--,2017-06-19,--,--
163,,1.45%,1.0227,广发基金,广发汇富一年定期债券A,暂停申购  ,4.38%,1.0433,jjpj,代宇,4.00,2.38%,1.80%,定开债券,4021,暂停赎回,--,2017-02-13,1.0228,4.14%
164,0.10%,-0.24%,1.0040,中银基金,中银润利混合A,开放申购  ,9.00%,1.0879,jjpj,涂海强,0.20,1.25%,3.70%,混合型,3966,开放赎回,--,2016-12-14,1.0029,7.44%
165,,0.31%,1.1392,交银施罗德基金,交银天益宝货币A,开放申购  ,5.00%,4.08%,jjpj,连端清,0.04,0.91%,1.92%,货币型,3968,开放赎回,--,2016-12-20,4.0910%,4.00%
166,,0.32%,1.2050,交银施罗德基金,交银天益宝货币E,开放申购  ,5.32%,4.33%,jjpj,连端清,48.49,0.97%,2.04%,货币型,3969,开放赎回,--,2016-12-20,4.3440%,4.26%
167,,1.40%,1.0209,广发基金,广发汇富一年定期债券C,暂停申购  ,3.90%,1.0386,jjpj,代宇,0.00,2.26%,1.59%,定开债券,4022,暂停赎回,--,2017-02-13,1.0210,3.69%
168,,-0.07%,1.0696,交银施罗德基金,交银瑞利定期开放灵活配置混合,开放申购  ,8.83%,1.0875,jjpj,李娜,4.28,0.99%,2.99%,混合型,4064,开放赎回,--,2017-02-24,1.0685,8.15%
169,,0.49%,1.0200,广发基金,广发景祥纯债,暂停申购  ,4.29%,1.0424,jjpj,谢军,42.27,1.39%,2.02%,债券型,4020,开放赎回,--,2017-03-02,1.0201,4.05%
170,0.15%,-0.42%,0.8000,中融基金,中融量化多因子混合A,开放申购  ,-21.45%,0.7855,jjpj,赵菲,0.42,-5.54%,-15.15%,混合型,4065,开放赎回,--,2016-12-29,0.7855,-22.59%
171,,0.26%,1.0108,华夏基金,华夏鼎隆债券A,限大额  ,3.78%,1.0376,jjpj,祝灿,4.31,1.12%,1.95%,债券型,4061,开放赎回,--,2017-02-16,1.0108,3.47%
172,0.00%,0.34%,1.2602,国海富兰克林基金,国富安享货币,开放申购  ,3.58%,4.62%,jjpj,王莉,95.54,1.09%,2.18%,货币型,4120,开放赎回,--,2017-05-22,4.7460%,--
173,0.00%,0.31%,1.0643,博时基金,博时兴盛货币,限大额  (,5.68%,3.98%,jjpj,魏桢,64.89,1.06%,2.16%,货币型,4060,),--,2016-12-21,3.8650%,4.46%
174,0.06%,0.52%,1.0561,华夏基金,华夏恒融一年定开债,开放申购  ,5.39%,1.0539,jjpj,毛颖,2.20,1.31%,2.13%,定开债券,4063,开放赎回,--,2017-03-23,1.0539,5.38%
175,0.15%,-4.67%,1.0679,广发基金,广发创新驱动灵活配置混合,开放申购  ,6.20%,1.0620,jjpj,易阳方,5.36,-4.50%,5.99%,混合型,4119,开放赎回,--,2017-06-09,1.0620,--
176,,0.10%,1.0043,华夏基金,华夏鼎隆债券C,封闭期  ,0.53%,1.0053,jjpj,祝灿,0.00,0.48%,0.43%,债券型,4062,开放赎回,--,2017-02-16,1.0043,0.53%
177,,0.46%,1.0088,大成基金,大成惠祥定开纯债债券,暂停申购  ,4.43%,1.0438,jjpj,赵世宏,20.26,1.39%,2.01%,定开债券,4117,暂停赎回,--,2017-02-16,1.0089,4.07%
178,0.08%,-2.49%,1.1890,博时基金,博时鑫泰混合A,限大额  (,18.14%,1.1814,jjpj,王申,0.00,0.69%,6.47%,混合型,4175,),--,2016-12-29,1.1814,17.68%
179,0.08%,0.59%,1.0925,博时基金,博时裕鹏纯债债券,限大额  (,10.69%,1.1057,jjpj,黄海峰,0.02,1.34%,8.14%,债券型,4118,),--,2016-12-22,1.0926,9.78%
180,,0.27%,0.6701,万家基金,万家现金增利货币B,限大额  ,4.41%,3.22%,jjpj,苏谋东,103.37,0.98%,1.98%,货币型,4170,开放赎回,--,2017-02-13,2.8150%,4.01%
181,,0.26%,0.6179,万家基金,万家现金增利货币A,限大额  ,4.18%,3.03%,jjpj,苏谋东,0.01,0.93%,1.88%,货币型,4169,开放赎回,--,2017-02-13,2.6200%,3.81%
182,,-3.04%,1.2056,中欧基金,中欧行业成长混合(LOF)C,开放申购  ,36.52%,1.3238,jjpj,李欣,0.41,0.25%,7.54%,混合型,4231,开放赎回,--,2017-01-12,1.1838,24.62%
183,0.06%,0.58%,1.0061,中信保诚基金,信诚永益一年定开混合A,暂停申购  ,5.20%,1.0510,jjpj,提云涛,30.16,1.44%,3.11%,混合型,4171,暂停赎回,--,2017-01-25,1.0050,5.22%
184,0.00%,0.30%,1.1525,华富基金,华富天盈货币B,开放申购  ,4.42%,3.89%,jjpj,胡伟,2.92,1.05%,2.13%,货币型,4286,开放赎回,--,2017-03-03,3.9880%,4.18%
185,0.00%,0.54%,1.0064,中信保诚基金,信诚永益一年定开混合C,暂停申购  ,4.71%,1.0463,jjpj,提云涛,0.00,1.33%,2.89%,混合型,4172,暂停赎回,--,2017-01-25,1.0053,4.80%
186,,0.29%,2.9246,嘉实基金,嘉实增益宝货币,限大额  ,5.48%,3.92%,jjpj,李金灿,86.70,1.02%,2.11%,货币型,4173,开放赎回,--,2016-12-27,4.7910%,4.40%
187,0.00%,-1.20%,1.0402,华宝基金,华宝新优选定开混合,开放申购  ,3.75%,1.0375,jjpj,李栋梁,5.82,0.11%,2.33%,混合型,4284,开放赎回,--,2017-03-23,1.0375,3.74%
188,,-0.29%,--,中欧基金,中欧达安一年定开混合,暂停申购  ,5.98%,1.0598,jjpj,尹诚庸,7.22,1.08%,1.93%,混合型,4283,暂停赎回,--,2017-03-03,1.0598,6.00%
189,0.00%,0.28%,1.0867,华富基金,华富天盈货币A,开放申购  ,4.16%,3.62%,jjpj,胡伟,0.12,0.99%,2.01%,货币型,4285,开放赎回,--,2017-03-03,3.7140%,3.93%
190,,0.72%,1.0065,永赢基金,永赢添益债券,开放申购  ,4.02%,1.0396,jjpj,乔嘉麒,39.90,1.71%,1.62%,债券型,4230,开放赎回,--,2017-02-27,1.0066,3.73%
191,0.00%,0.35%,1.2291,博时基金,博时兴荣货币,限大额  (,4.95%,4.49%,jjpj,鲁邦旺,138.55,1.19%,2.29%,货币型,4282,),--,2017-02-24,4.5940%,4.62%
192,0.08%,-0.60%,1.0000,长盛基金,长盛盛乾灵活配置混合A,限大额  (,3.43%,1.0343,jjpj,杨衡,2.02,-1.08%,-0.19%,混合型,4336,),--,2017-03-20,0.9990,3.25%
193,,-4.37%,1.1068,华宝基金,华宝新飞跃灵活配置混合,开放申购  ,9.92%,1.0993,jjpj,李栋梁,2.28,-2.44%,1.24%,混合型,4335,开放赎回,--,2017-02-27,1.0993,8.79%
194,,0.09%,1.0442,华宝基金,华宝新回报一年定开混合,开放申购  ,4.31%,1.0431,jjpj,李栋梁,3.15,0.45%,2.56%,混合型,4281,开放赎回,--,2017-03-23,1.0431,4.30%
195,0.00%,-0.31%,1.0440,中信保诚基金,信诚永丰定开混合C,开放申购  ,6.74%,1.0669,jjpj,杨旭,0.00,1.71%,3.83%,混合型,4379,开放赎回,--,2017-03-01,1.0429,6.67%
196,0.08%,0.62%,1.0028,博时基金,博时广利纯债,限大额  (,5.05%,1.0496,jjpj,杨永光,7.10,1.76%,2.49%,债券型,4334,),--,2017-02-16,1.0029,4.75%
197,0.06%,0.67%,1.1959,金鹰基金,金鹰元盛债券型发起式E,开放申购  ,10.55%,1.1950,jjpj,汪伟,0.41,1.27%,-0.58%,债券型,4333,开放赎回,--,2017-02-14,1.1950,10.24%
198,0.15%,-3.17%,1.0767,恒生前海基金,恒生沪港深新兴产业精选混合,开放申购  ,5.86%,1.0586,jjpj,张勇,1.88,-1.66%,4.83%,混合型,4332,开放赎回,--,2017-04-01,1.0586,--
199,0.15%,-0.34%,1.1025,南方基金,南方文旅混合,开放申购  ,8.98%,1.0899,jjpj,蒋秋洁,1.16,4.09%,8.53%,混合型,4429,开放赎回,--,2017-05-19,1.0899,--
200,0.00%,-0.29%,1.0365,交银施罗德基金,交银增利增强债券C,开放申购  ,3.50%,1.0350,jjpj,于海颖,0.01,1.07%,1.77%,债券型,4428,开放赎回,--,2017-06-02,1.0350,--
201,0.00%,-11.93%,1.0249,华泰保兴,华泰保兴吉年丰混合发起C,开放申购  ,9.84%,1.1054,jjpj,尚烁徽,0.92,-6.94%,2.64%,混合型,4375,开放赎回,--,2017-03-24,1.0104,9.84%
202,0.12%,-5.15%,--,南方基金,南方有色金属ETF联接A,开放申购  ,-11.49%,0.8851,jjpj,周豪,0.18,-1.47%,-11.40%,联接基金,4432,开放赎回,--,2017-09-08,0.8851,--
203,0.00%,-5.19%,1.1801,泰达宏利基金,泰达宏利港股通股票C,开放申购  ,16.42%,1.1642,jjpj,李安杰,0.24,-1.41%,5.28%,股票型,4483,开放赎回,--,2017-05-17,1.1642,--
204,0.08%,-0.29%,1.0395,交银施罗德基金,交银增利增强债券A,开放申购  ,3.80%,1.0380,jjpj,于海颖,0.68,1.17%,1.96%,债券型,4427,开放赎回,--,2017-06-02,1.0380,--
205,0.00%,0.33%,1.2397,金鹰基金,金鹰增益货币B,限大额  (,4.48%,4.47%,jjpj,刘丽娟,66.64,1.10%,2.23%,货币型,4373,),--,2017-03-20,4.5540%,4.44%
206,0.15%,-11.85%,1.0280,华泰保兴,华泰保兴吉年丰混合发起A,开放申购  ,10.15%,1.1084,jjpj,尚烁徽,1.69,-6.82%,2.85%,混合型,4374,开放赎回,--,2017-03-24,1.0134,10.15%
207,0.06%,-0.24%,1.0468,中信保诚基金,信诚永丰定开混合A,开放申购  ,7.24%,1.0717,jjpj,杨旭,6.29,1.84%,4.08%,混合型,4378,开放赎回,--,2017-03-01,1.0457,7.13%
208,0.00%,-0.65%,1.0027,万家基金,万家家瑞债券C,开放申购  ,0.24%,1.0024,jjpj,苏谋东,0.14,-0.03%,0.22%,债券型,4572,开放赎回,--,2017-09-20,1.0024,--
209,,-0.11%,1.0644,前海联合,新疆前海联合泳涛混合,限大额  ,3.93%,1.0432,jjpj,王静,1.61,-2.71%,-5.16%,混合型,4634,开放赎回,--,2017-06-07,1.0432,--
210,,-2.09%,1.1409,华宝基金,华宝智慧产业混合,开放申购  ,13.41%,1.1341,jjpj,闫旭,1.38,-1.36%,4.55%,混合型,4480,开放赎回,--,2017-05-04,1.1341,--
211,,-5.91%,1.0799,华宝基金,华宝第三产业混合,开放申购  ,7.33%,1.0734,jjpj,季鹏,1.46,-4.60%,0.63%,混合型,4481,开放赎回,--,2017-05-25,1.0734,--
212,0.12%,-5.15%,1.1900,泰达宏利基金,泰达宏利港股通股票A,开放申购  ,17.40%,1.1740,jjpj,李安杰,0.72,-1.27%,5.60%,股票型,4482,开放赎回,--,2017-05-17,1.1740,--
213,0.00%,0.38%,1.3264,国海富兰克林基金,国富日鑫月益30天理财债券B,开放申购  ,3.18%,4.75%,jjpj,王莉,27.39,1.24%,2.33%,理财型,4664,开放赎回,--,2017-06-19,4.8190%,--
214,0.12%,-5.79%,1.0026,泰达宏利基金,泰达宏利业绩股票A,开放申购  ,-0.40%,0.9960,jjpj,杨超,1.34,-4.44%,-0.46%,股票型,4484,开放赎回,--,2017-09-06,0.9960,--
215,0.60%,-5.76%,0.9496,国都证券,国都消费升级灵活配置混合,开放申购  ,-6.71%,0.9329,jjpj,张小强,0.24,-11.31%,-8.39%,混合型,4777,开放赎回,--,2017-07-03,0.9329,--
216,0.12%,1.31%,1.0163,财通资管,财通资管鑫逸混合C,开放申购  ,0.80%,1.0080,jjpj,宫志芳,0.60,0.59%,0.78%,混合型,4889,开放赎回,--,2017-08-30,1.0080,--
217,0.00%,-0.71%,0.9332,南华基金,南华瑞盈混合发起C,开放申购  ,-6.02%,0.9398,jjpj,刘斐,0.04,-4.00%,-6.16%,混合型,4846,开放赎回,--,2017-08-16,0.9398,--
218,0.10%,-0.66%,0.9373,南华基金,南华瑞盈混合发起A,开放申购  ,-5.61%,0.9439,jjpj,刘斐,0.25,-3.83%,-5.84%,混合型,4845,开放赎回,--,2017-08-16,0.9439,--
219,,-6.94%,1.0382,融通基金,融通巨潮100指数C,开放申购  ,7.79%,1.2420,jjpj,蔡志伟,0.00,-4.35%,1.44%,股票指数,4874,开放赎回,--,2017-07-05,1.0330,--
220,,0.37%,1.2461,银华基金,银华双月定期理财债券C,开放申购  ,3.48%,4.82%,jjpj,李晓彬,113.57,1.19%,2.31%,理财型,4839,开放赎回,--,2017-06-26,4.7760%,--
221,,0.50%,1.0159,中银基金,中银利享定期开放债券,开放申购  ,1.59%,1.0159,jjpj,王妍,16.22,1.59%,--,定开债券,4844,开放赎回,--,2017-12-26,1.0159,--
222,,-7.89%,1.4010,易方达基金,易方达上证50指数C,开放申购  ,22.55%,1.4166,jjpj,张胜记,5.05,-5.16%,8.71%,股票指数,4746,开放赎回,--,2017-06-06,1.3966,--
223,,0.35%,1.3637,博时基金,博时合惠货币A,限大额  ,3.35%,4.53%,jjpj,陈凯杨,110.54,1.10%,2.19%,货币型,4841,开放赎回,--,2017-06-26,4.6090%,--
224,0.15%,-3.24%,--,交银施罗德基金,交银品质升级混合,开放申购  ,-3.09%,0.9691,jjpj,韩威俊,23.26,--,--,混合型,5004,开放赎回,--,2018-02-08,0.9691,--
225,0.00%,-4.22%,0.9795,中金基金,中金金泽C,开放申购  ,-2.19%,0.9781,jjpj,石玉,0.03,-0.80%,-3.33%,混合型,5006,开放赎回,--,2017-09-01,0.9781,--
226,0.15%,-4.25%,0.9827,中金基金,中金金泽A,开放申购  ,-1.88%,0.9812,jjpj,杨立,0.13,-0.76%,-3.04%,混合型,5005,开放赎回,--,2017-09-01,0.9812,--
227,0.00%,0.43%,1.0217,中加基金,中加聚鑫纯债一年定开C,暂停申购  ,2.16%,1.0218,jjpj,廉晓婵,0.44,1.45%,2.10%,定开债券,4941,暂停赎回,--,2017-09-15,1.0218,--
228,0.06%,-1.11%,0.9856,景顺长城基金,景顺长城景瑞睿利回报混合,开放申购  ,-1.54%,0.9846,jjpj,万梦,4.51,-0.53%,--,混合型,5007,开放赎回,--,2017-09-27,0.9846,--
229,0.06%,0.46%,1.0233,中加基金,中加聚鑫纯债一年定开A,暂停申购  ,2.32%,1.0234,jjpj,廉晓婵,5.88,1.53%,2.25%,定开债券,4940,暂停赎回,--,2017-09-15,1.0234,--
230,0.12%,1.32%,1.0181,财通资管,财通资管鑫逸混合A,开放申购  ,0.98%,1.0098,jjpj,宫志芳,5.43,0.70%,0.95%,混合型,4888,开放赎回,--,2017-08-30,1.0098,--
231,0.12%,-2.30%,0.9885,格林基金,格林伯元灵活配置A,开放申购  ,-2.08%,0.9792,jjpj,曹晋文,0.11,--,--,混合型,4942,开放赎回,--,2018-02-06,0.9792,--
232,0.00%,-4.64%,--,华宝基金,华宝标普中国A股红利机会指数C,开放申购  ,-3.00%,1.0533,jjpj,胡洁,0.01,-3.15%,-3.18%,股票指数,5125,开放赎回,--,2017-08-28,1.0233,--
233,0.08%,0.40%,1.0102,富国基金,富国兴利增强债券,开放申购  ,1.03%,1.0103,jjpj,黄纪亮,1.11,1.05%,1.01%,债券型,5121,开放赎回,--,2017-09-20,1.0103,--
234,0.15%,-3.51%,0.9766,上投摩根基金,上投摩根量化多因子混合,开放申购  ,-2.73%,0.9728,jjpj,黄栋,4.35,--,--,混合型,5120,开放赎回,--,2018-01-19,0.9728,--
235,0.15%,-3.35%,0.9837,南方基金,南方优享分红混合,开放申购  ,-1.87%,0.9813,jjpj,李振兴,54.05,-4.64%,--,混合型,5123,开放赎回,--,2017-12-06,0.9813,--
236,,0.52%,1.0084,易方达基金,易方达恒益定开债券发起式,暂停申购  ,1.94%,1.0194,jjpj,王晓晨,81.37,1.45%,--,定开债券,5124,暂停赎回,--,2017-10-25,1.0084,--
237,,0.71%,1.0213,长江证券(上海),长江乐丰纯债,开放申购  ,2.11%,1.0213,jjpj,漆志伟,5.17,1.56%,1.78%,定开债券,5070,开放赎回,--,2017-08-22,1.0213,--
238,0.15%,-9.02%,0.9087,银华基金,银华智荟内在价值灵活配置,开放申购  ,-10.05%,0.8995,jjpj,周思聪,0.32,-11.86%,--,混合型,5119,开放赎回,--,2017-09-28,0.8995,--
239,,0.31%,1.0809,易方达基金,易方达天天理财货币C,开放申购  ,1.73%,4.18%,jjpj,石大怿,0.23,1.03%,--,货币型,5122,开放赎回,--,2017-10-23,4.1660%,--
240,0.15%,-4.15%,0.9564,汇添富基金,添富港股通专注成长,开放申购  ,-4.83%,0.9517,jjpj,佘中强,23.13,1.00%,--,混合型,5228,开放赎回,--,2017-11-10,0.9517,--
241,0.10%,-5.52%,0.9564,广发基金,广发中证基建工程指数A,开放申购  ,-5.57%,0.9443,jjpj,霍华明,1.30,--,--,股票指数,5223,开放赎回,--,2018-02-01,0.9443,--
242,,-7.49%,--,嘉实基金,嘉实富时中国A50ETF联接C,开放申购  ,-6.48%,0.9535,jjpj,陈正宪,--,--,--,联接基金,5229,开放赎回,--,2018-02-05,0.9535,--
243,0.00%,-5.54%,0.9559,广发基金,广发中证基建工程指数C,开放申购  ,-5.62%,0.9438,jjpj,霍华明,1.45,--,--,股票指数,5224,开放赎回,--,2018-02-01,0.9438,--
244,0.00%,0.32%,1.2551,长盛基金,长盛货币B,限大额  (,2.08%,4.24%,jjpj,段鹏,63.20,1.11%,--,货币型,5230,),--,2017-10-10,4.2570%,--
245,0.15%,--,--,广发基金,广发量化多因子混合,暂停申购  ,0.00%,1.0000,jjpj,魏军,2.37,--,--,混合型,5225,暂停赎回,--,2018-03-21,1.0000,--
246,0.08%,-6.05%,0.9700,红塔红土,红塔红土盛通混合型发起式A,开放申购  ,-3.49%,0.9651,jjpj,罗薇,0.66,-3.64%,--,混合型,5231,开放赎回,--,2017-12-07,0.9651,--
247,0.15%,-1.77%,--,山西证券,山西改革精选灵活配置混合,暂停申购  ,-1.82%,0.9819,jjpj,蔡文,2.10,--,--,混合型,5226,暂停赎回,--,2018-01-12,0.9819,--
248,,0.43%,1.0078,南方基金,南方卓利定开债发起式A,暂停申购  ,0.77%,1.0078,jjpj,金凌志,50.50,--,--,定开债券,5393,暂停赎回,--,2018-01-19,1.0078,--
249,0.15%,-6.74%,0.9079,申万菱信基金,申万菱信价值优选混合,开放申购  ,-9.76%,0.9024,jjpj,刘敦,2.04,--,--,混合型,5370,开放赎回,--,2018-01-04,0.9024,--
250,,--,--,中加基金,中加心悦混合C,封闭期  ,0.16%,1.0016,jjpj,张旭,0.80,--,--,混合型,5372,封闭期  ,--,2018-03-08,1.0016,--
251,,--,--,中加基金,中加心悦混合A,封闭期  ,0.17%,1.0017,jjpj,张旭,1.30,--,--,混合型,5371,封闭期  ,--,2018-03-08,1.0017,--
252,0.00%,--,1.0037,工银瑞信基金,工银创业板ETF联接C,暂停申购  ,0.01%,1.0001,jjpj,赵栩,3.42,--,--,联接基金,5391,暂停赎回,--,2018-03-21,1.0001,--
253,,0.24%,1.0031,诺安基金,诺安圆鼎定开债,暂停申购  ,0.31%,1.0031,jjpj,裴禹翔,4.11,--,--,定开债券,5547,暂停赎回,--,2018-01-23,1.0031,--
